,question,question_id,question_type,survey_id
1367,How would you rate this product in terms of Value?,1,single-select,15
1368,How would you rate this product in terms of Purchase Experience?,2,single-select,15
1369,How would you rate this product in terms of installation or first use experience?,3,single-select,15
1370,"How would you rate this product in terms of after purchase experience (support, etc.)?",4,single-select,15
1371,How long have you used this product?,5,single-select,15
1372,How often do you use this product?,6,single-select,15
1373,What else would you like to say about this product which was not asked in this survey?,7,textarea,15
1374,I think that I would use this system frequently.,0,single-select,14
1375,I found the system unnecessarily complex.,1,single-select,14
1376,I thought the system was easy to use.,2,single-select,14
1377,I think that I would need help from a technical person to be able to use this system.,3,single-select,14
1378,I found the various functions in this system were well integrated.,4,single-select,14
1379,I thought there was too much inconsistency in this system.,5,single-select,14
1380,I would imagine that most people would learn to use this system very quickly.,6,single-select,14
1381,I found the system very cumbersome to use.,7,single-select,14
1382,I felt very confident using the system.,8,single-select,14
1383,I needed to learn a lot of things before I could get going with this system.,9,single-select,14
1384,Were you born on an even or odd-numbered day?,0,single-select,66
1385,"Based on your previous answers, you have qualified for the next portion of this survey. Congratulations! Today we would like your feedback on an app designed to help you pay the bill at a restaurant.",1,description,66
1386,"Instructions: Imagine you are dining at Outback Steakhouse with a friend, and you are ready to pay for the meal. Using the app prototype linked below, we would like you to go through the process of paying for a portion of the bill. Note: the app attached is a PROTOTYPE with limited functionality.",2,description,66
1387,Instructions: [Insert instructions here],3,description,66
1388,Instructions: [Insert instructions here],4,description,66
1389,"Were you able to complete the payment? If not, please follow the instructions again below (app linked below).",5,single-select,66
1390,"Were you able to complete the prototype experience? If not, please follow the instructions again below (app linked below). [Insert instructions again here]",6,single-select,66
1391,How easy did the process of splitting the bill feel with this app?,7,rate,66
1392,What did you LIKE about the process of splitting the bill with this app?,8,textarea,66
1393,What did you DISLIKE about the process of splitting the bill with this app?,9,textarea,66
1394,"Based on your experience going through the payment flow, did you have the option to leave a cash tip on this app?",10,single-select,66
1395,How do you think you would go about leaving a cash tip with this app?,11,textarea,66
1396,"Again, please imagine you have finished a meal and need to split the bill. How likely would you be to use this app within your current dining routine?",12,rate,66
1397,Did you find anything confusing about this page?,13,single-select,66
1398,What was confusing?,14,textarea,66
1399,How would you improve the process of leaving a tip with an app like this?,15,textarea,66
1400,How long have you used this product?,0,single-select,16
1401,"Overall, how satisfied are you with this product?",1,single-select,16
1402,How would you rate this product compared to other similar products?,2,single-select,16
1403,What parts of this product are better than other similar products?,3,textarea,16
1404,What parts of this product are worse than other similar products?,4,textarea,16
1405,"Now we would like you to complete a few tasks on our website. After each task, we will ask you for feedback on your experience completing the task. Please click next to see the first task.",0,description,19
